t;x;theta
3.5708;3.5708;1.4351
3.5709;3.5709;1.43661
3.571;3.571;1.43813
3.5711;3.5711;1.43964
3.5712;3.5712;1.44115
3.5713;3.5713;1.44267
3.5714;3.5714;1.44418
3.5715;3.5715;1.44569
3.5716;3.5716;1.44721
3.5717;3.5717;1.44872
3.5718;3.5718;1.45023
3.5719;3.5719;1.45174
3.572;3.572;1.45326
3.5721;3.5721;1.45477
3.5722;3.5722;1.45628
3.5723;3.5723;1.45779
3.5724;3.5724;1.45931
3.5725;3.5725;1.46082
3.5726;3.5726;1.46233
3.5727;3.5727;1.46384
3.5728;3.5728;1.46535
3.5729;3.5729;1.46686
3.573;3.573;1.46837
3.5731;3.5731;1.46988
3.5732;3.5732;1.4714
3.5733;3.5733;1.47291
3.5734;3.5734;1.47442
3.5735;3.5735;1.47593
3.5736;3.5736;1.47744
3.5737;3.5737;1.47895
3.5738;3.5738;1.48046
3.5739;3.5739;1.48197
3.574;3.574;1.48348
3.5741;3.5741;1.48498
3.5742;3.5742;1.48649
3.5743;3.5743;1.488
3.5744;3.5744;1.48951
3.5745;3.5745;1.49102
3.5746;3.5746;1.49253
3.5747;3.5747;1.49404
3.5748;3.5748;1.49555
3.5749;3.5749;1.49705
3.575;3.575;1.49856
3.5751;3.5751;1.50007
3.5752;3.5752;1.50158
3.5753;3.5753;1.50309
3.5754;3.5754;1.50459
3.5755;3.5755;1.5061
3.5756;3.5756;1.50761
3.5757;3.5757;1.50911
3.5758;3.5758;1.51062
3.5759;3.5759;1.51213
3.576;3.576;1.51363
3.5761;3.5761;1.51514
3.5762;3.5762;1.51665
3.5763;3.5763;1.51815
3.5764;3.5764;1.51966
3.5765;3.5765;1.52116
3.5766;3.5766;1.52267
3.5767;3.5767;1.52418
3.5768;3.5768;1.52568
3.5769;3.5769;1.52719
3.577;3.577;1.52869
3.5771;3.5771;1.5302
3.5772;3.5772;1.5317
3.5773;3.5773;1.5332
3.5774;3.5774;1.53471
3.5775;3.5775;1.53621
3.5776;3.5776;1.53772
3.5777;3.5777;1.53922
3.5778;3.5778;1.54072
3.5779;3.5779;1.54223
3.578;3.578;1.54373
3.5781;3.5781;1.54524
3.5782;3.5782;1.54674
3.5783;3.5783;1.54824
3.5784;3.5784;1.54974
3.5785;3.5785;1.55125
3.5786;3.5786;1.55275
3.5787;3.5787;1.55425
3.5788;3.5788;1.55575
3.5789;3.5789;1.55726
3.579;3.579;1.55876
3.5791;3.5791;1.56026
3.5792;3.5792;1.56176
3.5793;3.5793;1.56326
3.5794;3.5794;1.56476
3.5795;3.5795;1.56626
3.5796;3.5796;1.56777
3.5797;3.5797;1.56927
3.5798;3.5798;1.57077
3.5799;3.5799;1.57227
3.58;3.58;1.57377
3.5801;3.5801;1.57527
3.5802;3.5802;1.57677
3.5803;3.5803;1.57827
3.5804;3.5804;1.57977
3.5805;3.5805;1.58127
3.5806;3.5806;1.58277
3.5807;3.5807;1.58427
3.5808;3.5808;1.58577
3.5809;3.5809;1.58726
3.581;3.581;1.58876
3.5811;3.5811;1.59026
3.5812;3.5812;1.59176
3.5813;3.5813;1.59326
3.5814;3.5814;1.59476
3.5815;3.5815;1.59625
3.5816;3.5816;1.59775
3.5817;3.5817;1.59925
3.5818;3.5818;1.60075
3.5819;3.5819;1.60224
3.582;3.582;1.60374
3.5821;3.5821;1.60524
3.5822;3.5822;1.60674
3.5823;3.5823;1.60823
3.5824;3.5824;1.60973
3.5825;3.5825;1.61122
3.5826;3.5826;1.61272
3.5827;3.5827;1.61422
3.5828;3.5828;1.61571
3.5829;3.5829;1.61721
3.583;3.583;1.6187
3.5831;3.5831;1.6202
3.5832;3.5832;1.62169
3.5833;3.5833;1.62319
3.5834;3.5834;1.62468
3.5835;3.5835;1.62618
3.5836;3.5836;1.62767
3.5837;3.5837;1.62917
3.5838;3.5838;1.63066
3.5839;3.5839;1.63216
3.584;3.584;1.63365
3.5841;3.5841;1.63514
3.5842;3.5842;1.63664
3.5843;3.5843;1.63813
3.5844;3.5844;1.63962
3.5845;3.5845;1.64112
3.5846;3.5846;1.64261
3.5847;3.5847;1.6441
3.5848;3.5848;1.6456
3.5849;3.5849;1.64709
3.585;3.585;1.64858
3.5851;3.5851;1.65007
3.5852;3.5852;1.65156
3.5853;3.5853;1.65306
3.5854;3.5854;1.65455
3.5855;3.5855;1.65604
3.5856;3.5856;1.65753
3.5857;3.5857;1.65902
3.5858;3.5858;1.66051
3.5859;3.5859;1.662
3.586;3.586;1.66349
3.5861;3.5861;1.66499
3.5862;3.5862;1.66648
3.5863;3.5863;1.66797
3.5864;3.5864;1.66946
3.5865;3.5865;1.67095
3.5866;3.5866;1.67243
3.5867;3.5867;1.67392
3.5868;3.5868;1.67541
3.5869;3.5869;1.6769
3.587;3.587;1.67839
3.5871;3.5871;1.67988
3.5872;3.5872;1.68137
3.5873;3.5873;1.68286
3.5874;3.5874;1.68435
3.5875;3.5875;1.68583
3.5876;3.5876;1.68732
3.5877;3.5877;1.68881
3.5878;3.5878;1.6903
3.5879;3.5879;1.69178
3.588;3.588;1.69327
3.5881;3.5881;1.69476
3.5882;3.5882;1.69625
3.5883;3.5883;1.69773
3.5884;3.5884;1.69922
3.5885;3.5885;1.70071
3.5886;3.5886;1.70219
3.5887;3.5887;1.70368
3.5888;3.5888;1.70516
3.5889;3.5889;1.70665
3.589;3.589;1.70814
3.5891;3.5891;1.70962
3.5892;3.5892;1.71111
3.5893;3.5893;1.71259
3.5894;3.5894;1.71408
3.5895;3.5895;1.71556
3.5896;3.5896;1.71705
3.5897;3.5897;1.71853
3.5898;3.5898;1.72001
3.5899;3.5899;1.7215
3.59;3.59;1.72298
3.5901;3.5901;1.72447
3.5902;3.5902;1.72595
3.5903;3.5903;1.72743
3.5904;3.5904;1.72892
3.5905;3.5905;1.7304
3.5906;3.5906;1.73188
3.5907;3.5907;1.73336
3.5908;3.5908;1.73485
3.5909;3.5909;1.73633
3.591;3.591;1.73781
3.5911;3.5911;1.73929
3.5912;3.5912;1.74077
3.5913;3.5913;1.74226
3.5914;3.5914;1.74374
3.5915;3.5915;1.74522
3.5916;3.5916;1.7467
3.5917;3.5917;1.74818
3.5918;3.5918;1.74966
3.5919;3.5919;1.75114
3.592;3.592;1.75262
3.5921;3.5921;1.7541
3.5922;3.5922;1.75558
3.5923;3.5923;1.75706
3.5924;3.5924;1.75854
3.5925;3.5925;1.76002
3.5926;3.5926;1.7615
3.5927;3.5927;1.76298
3.5928;3.5928;1.76446
3.5929;3.5929;1.76594
3.593;3.593;1.76742
3.5931;3.5931;1.76889
3.5932;3.5932;1.77037
3.5933;3.5933;1.77185
3.5934;3.5934;1.77333
3.5935;3.5935;1.77481
3.5936;3.5936;1.77628
3.5937;3.5937;1.77776
3.5938;3.5938;1.77924
3.5939;3.5939;1.78072
3.594;3.594;1.78219
3.5941;3.5941;1.78367
3.5942;3.5942;1.78515
3.5943;3.5943;1.78662
3.5944;3.5944;1.7881
3.5945;3.5945;1.78957
3.5946;3.5946;1.79105
3.5947;3.5947;1.79253
3.5948;3.5948;1.794
3.5949;3.5949;1.79548
3.595;3.595;1.79695
3.5951;3.5951;1.79843
3.5952;3.5952;1.7999
3.5953;3.5953;1.80138
3.5954;3.5954;1.80285
3.5955;3.5955;1.80432
3.5956;3.5956;1.8058
3.5957;3.5957;1.80727
3.5958;3.5958;1.80875
3.5959;3.5959;1.81022
3.596;3.596;1.81169
3.5961;3.5961;1.81317
3.5962;3.5962;1.81464
3.5963;3.5963;1.81611
3.5964;3.5964;1.81758
3.5965;3.5965;1.81906
3.5966;3.5966;1.82053
3.5967;3.5967;1.822
3.5968;3.5968;1.82347
3.5969;3.5969;1.82494
3.597;3.597;1.82641
3.5971;3.5971;1.82789
3.5972;3.5972;1.82936
3.5973;3.5973;1.83083
3.5974;3.5974;1.8323
3.5975;3.5975;1.83377
3.5976;3.5976;1.83524
3.5977;3.5977;1.83671
3.5978;3.5978;1.83818
3.5979;3.5979;1.83965
3.598;3.598;1.84112
3.5981;3.5981;1.84259
3.5982;3.5982;1.84406
3.5983;3.5983;1.84553
3.5984;3.5984;1.847
3.5985;3.5985;1.84846
3.5986;3.5986;1.84993
3.5987;3.5987;1.8514
3.5988;3.5988;1.85287
3.5989;3.5989;1.85434
3.599;3.599;1.85581
3.5991;3.5991;1.85727
3.5992;3.5992;1.85874
3.5993;3.5993;1.86021
3.5994;3.5994;1.86167
3.5995;3.5995;1.86314
3.5996;3.5996;1.86461
3.5997;3.5997;1.86607
3.5998;3.5998;1.86754
3.5999;3.5999;1.86901
3.6;3.6;1.87047
3.6001;3.6001;1.87194
3.6002;3.6002;1.8734
3.6003;3.6003;1.87487
3.6004;3.6004;1.87633
3.6005;3.6005;1.8778
3.6006;3.6006;1.87926
3.6007;3.6007;1.88073
3.6008;3.6008;1.88219
3.6009;3.6009;1.88366
3.601;3.601;1.88512
3.6011;3.6011;1.88658
3.6012;3.6012;1.88805
3.6013;3.6013;1.88951
3.6014;3.6014;1.89098
3.6015;3.6015;1.89244
3.6016;3.6016;1.8939
3.6017;3.6017;1.89536
3.6018;3.6018;1.89683
3.6019;3.6019;1.89829
3.602;3.602;1.89975
3.6021;3.6021;1.90121
3.6022;3.6022;1.90267
3.6023;3.6023;1.90414
3.6024;3.6024;1.9056
3.6025;3.6025;1.90706
3.6026;3.6026;1.90852
3.6027;3.6027;1.90998
3.6028;3.6028;1.91144
3.6029;3.6029;1.9129
3.603;3.603;1.91436
3.6031;3.6031;1.91582
3.6032;3.6032;1.91728
3.6033;3.6033;1.91874
3.6034;3.6034;1.9202
3.6035;3.6035;1.92166
3.6036;3.6036;1.92312
3.6037;3.6037;1.92458
3.6038;3.6038;1.92604
3.6039;3.6039;1.9275
3.604;3.604;1.92895
3.6041;3.6041;1.93041
3.6042;3.6042;1.93187
3.6043;3.6043;1.93333
3.6044;3.6044;1.93478
3.6045;3.6045;1.93624
3.6046;3.6046;1.9377
3.6047;3.6047;1.93916
3.6048;3.6048;1.94061
3.6049;3.6049;1.94207
3.605;3.605;1.94353
3.6051;3.6051;1.94498
3.6052;3.6052;1.94644
3.6053;3.6053;1.94789
3.6054;3.6054;1.94935
3.6055;3.6055;1.9508
3.6056;3.6056;1.95226
3.6057;3.6057;1.95371
3.6058;3.6058;1.95517
3.6059;3.6059;1.95662
3.606;3.606;1.95808
3.6061;3.6061;1.95953
3.6062;3.6062;1.96099
3.6063;3.6063;1.96244
3.6064;3.6064;1.96389
3.6065;3.6065;1.96535
3.6066;3.6066;1.9668
3.6067;3.6067;1.96825
3.6068;3.6068;1.96971
3.6069;3.6069;1.97116
3.607;3.607;1.97261
3.6071;3.6071;1.97406
3.6072;3.6072;1.97552
3.6073;3.6073;1.97697
3.6074;3.6074;1.97842
3.6075;3.6075;1.97987
3.6076;3.6076;1.98132
3.6077;3.6077;1.98277
3.6078;3.6078;1.98422
3.6079;3.6079;1.98568
3.608;3.608;1.98713
3.6081;3.6081;1.98858
3.6082;3.6082;1.99003
3.6083;3.6083;1.99148
3.6084;3.6084;1.99293
3.6085;3.6085;1.99438
3.6086;3.6086;1.99582
3.6087;3.6087;1.99727
3.6088;3.6088;1.99872
3.6089;3.6089;2.00017
3.609;3.609;2.00162
3.6091;3.6091;2.00307
3.6092;3.6092;2.00452
3.6093;3.6093;2.00596
3.6094;3.6094;2.00741
3.6095;3.6095;2.00886
3.6096;3.6096;2.01031
3.6097;3.6097;2.01175
3.6098;3.6098;2.0132
3.6099;3.6099;2.01465
3.61;3.61;2.01609
3.6101;3.6101;2.01754
3.6102;3.6102;2.01899
3.6103;3.6103;2.02043
3.6104;3.6104;2.02188
3.6105;3.6105;2.02332
3.6106;3.6106;2.02477
3.6107;3.6107;2.02621
3.6108;3.6108;2.02766
3.6109;3.6109;2.0291
3.611;3.611;2.03055
3.6111;3.6111;2.03199
3.6112;3.6112;2.03344
3.6113;3.6113;2.03488
3.6114;3.6114;2.03632
3.6115;3.6115;2.03777
3.6116;3.6116;2.03921
3.6117;3.6117;2.04065
3.6118;3.6118;2.0421
3.6119;3.6119;2.04354
3.612;3.612;2.04498
3.6121;3.6121;2.04642
3.6122;3.6122;2.04786
3.6123;3.6123;2.04931
3.6124;3.6124;2.05075
3.6125;3.6125;2.05219
3.6126;3.6126;2.05363
3.6127;3.6127;2.05507
3.6128;3.6128;2.05651
3.6129;3.6129;2.05795
3.613;3.613;2.05939
3.6131;3.6131;2.06083
3.6132;3.6132;2.06227
3.6133;3.6133;2.06371
3.6134;3.6134;2.06515
3.6135;3.6135;2.06659
3.6136;3.6136;2.06803
3.6137;3.6137;2.06947
3.6138;3.6138;2.07091
3.6139;3.6139;2.07235
3.614;3.614;2.07379
3.6141;3.6141;2.07522
3.6142;3.6142;2.07666
3.6143;3.6143;2.0781
3.6144;3.6144;2.07954
3.6145;3.6145;2.08097
3.6146;3.6146;2.08241
3.6147;3.6147;2.08385
3.6148;3.6148;2.08528
3.6149;3.6149;2.08672
3.615;3.615;2.08816
3.6151;3.6151;2.08959
3.6152;3.6152;2.09103
3.6153;3.6153;2.09246
3.6154;3.6154;2.0939
3.6155;3.6155;2.09533
3.6156;3.6156;2.09677
3.6157;3.6157;2.0982
3.6158;3.6158;2.09964
3.6159;3.6159;2.10107
3.616;3.616;2.10251
3.6161;3.6161;2.10394
3.6162;3.6162;2.10538
3.6163;3.6163;2.10681
3.6164;3.6164;2.10824
3.6165;3.6165;2.10968
3.6166;3.6166;2.11111
3.6167;3.6167;2.11254
3.6168;3.6168;2.11397
3.6169;3.6169;2.11541
3.617;3.617;2.11684
3.6171;3.6171;2.11827
3.6172;3.6172;2.1197
3.6173;3.6173;2.12113
3.6174;3.6174;2.12256
3.6175;3.6175;2.12399
3.6176;3.6176;2.12542
3.6177;3.6177;2.12686
3.6178;3.6178;2.12829
3.6179;3.6179;2.12972
3.618;3.618;2.13115
3.6181;3.6181;2.13258
3.6182;3.6182;2.134
3.6183;3.6183;2.13543
3.6184;3.6184;2.13686
3.6185;3.6185;2.13829
3.6186;3.6186;2.13972
3.6187;3.6187;2.14115
3.6188;3.6188;2.14258
3.6189;3.6189;2.14401
3.619;3.619;2.14543
3.6191;3.6191;2.14686
3.6192;3.6192;2.14829
3.6193;3.6193;2.14971
3.6194;3.6194;2.15114
3.6195;3.6195;2.15257
3.6196;3.6196;2.154
3.6197;3.6197;2.15542
3.6198;3.6198;2.15685
3.6199;3.6199;2.15827
3.62;3.62;2.1597
3.6201;3.6201;2.16112
3.6202;3.6202;2.16255
3.6203;3.6203;2.16397
3.6204;3.6204;2.1654
3.6205;3.6205;2.16682
3.6206;3.6206;2.16825
3.6207;3.6207;2.16967
3.6208;3.6208;2.1711
3.6209;3.6209;2.17252
3.621;3.621;2.17394
3.6211;3.6211;2.17537
3.6212;3.6212;2.17679
3.6213;3.6213;2.17821
3.6214;3.6214;2.17963
3.6215;3.6215;2.18106
3.6216;3.6216;2.18248
3.6217;3.6217;2.1839
3.6218;3.6218;2.18532
3.6219;3.6219;2.18674
3.622;3.622;2.18817
3.6221;3.6221;2.18959
3.6222;3.6222;2.19101
3.6223;3.6223;2.19243
3.6224;3.6224;2.19385
3.6225;3.6225;2.19527
3.6226;3.6226;2.19669
3.6227;3.6227;2.19811
3.6228;3.6228;2.19953
3.6229;3.6229;2.20095
3.623;3.623;2.20237
3.6231;3.6231;2.20378
3.6232;3.6232;2.2052
3.6233;3.6233;2.20662
3.6234;3.6234;2.20804
3.6235;3.6235;2.20946
3.6236;3.6236;2.21088
3.6237;3.6237;2.21229
3.6238;3.6238;2.21371
3.6239;3.6239;2.21513
3.624;3.624;2.21654
3.6241;3.6241;2.21796
3.6242;3.6242;2.21938
3.6243;3.6243;2.22079
3.6244;3.6244;2.22221
3.6245;3.6245;2.22363
3.6246;3.6246;2.22504
3.6247;3.6247;2.22646
3.6248;3.6248;2.22787
3.6249;3.6249;2.22929
3.625;3.625;2.2307
3.6251;3.6251;2.23212
3.6252;3.6252;2.23353
3.6253;3.6253;2.23494
3.6254;3.6254;2.23636
3.6255;3.6255;2.23777
3.6256;3.6256;2.23918
3.6257;3.6257;2.2406
3.6258;3.6258;2.24201
3.6259;3.6259;2.24342
3.626;3.626;2.24483
3.6261;3.6261;2.24625
3.6262;3.6262;2.24766
3.6263;3.6263;2.24907
3.6264;3.6264;2.25048
3.6265;3.6265;2.25189
3.6266;3.6266;2.2533
3.6267;3.6267;2.25472
3.6268;3.6268;2.25613
3.6269;3.6269;2.25754
3.627;3.627;2.25895
3.6271;3.6271;2.26036
3.6272;3.6272;2.26177
3.6273;3.6273;2.26318
3.6274;3.6274;2.26458
3.6275;3.6275;2.26599
3.6276;3.6276;2.2674
3.6277;3.6277;2.26881
3.6278;3.6278;2.27022
3.6279;3.6279;2.27163
3.628;3.628;2.27304
3.6281;3.6281;2.27444
3.6282;3.6282;2.27585
3.6283;3.6283;2.27726
3.6284;3.6284;2.27866
3.6285;3.6285;2.28007
3.6286;3.6286;2.28148
3.6287;3.6287;2.28288
3.6288;3.6288;2.28429
3.6289;3.6289;2.2857
3.629;3.629;2.2871
3.6291;3.6291;2.28851
3.6292;3.6292;2.28991
3.6293;3.6293;2.29132
3.6294;3.6294;2.29272
3.6295;3.6295;2.29413
3.6296;3.6296;2.29553
3.6297;3.6297;2.29693
3.6298;3.6298;2.29834
3.6299;3.6299;2.29974
3.63;3.63;2.30115
3.6301;3.6301;2.30255
3.6302;3.6302;2.30395
3.6303;3.6303;2.30535
3.6304;3.6304;2.30676
3.6305;3.6305;2.30816
3.6306;3.6306;2.30956
3.6307;3.6307;2.31096
3.6308;3.6308;2.31236
3.6309;3.6309;2.31376
3.631;3.631;2.31517
3.6311;3.6311;2.31657
3.6312;3.6312;2.31797
3.6313;3.6313;2.31937
3.6314;3.6314;2.32077
3.6315;3.6315;2.32217
3.6316;3.6316;2.32357
3.6317;3.6317;2.32497
3.6318;3.6318;2.32637
3.6319;3.6319;2.32776
3.632;3.632;2.32916
3.6321;3.6321;2.33056
3.6322;3.6322;2.33196
3.6323;3.6323;2.33336
3.6324;3.6324;2.33476
3.6325;3.6325;2.33615
3.6326;3.6326;2.33755
3.6327;3.6327;2.33895
3.6328;3.6328;2.34034
3.6329;3.6329;2.34174
3.633;3.633;2.34314
3.6331;3.6331;2.34453
3.6332;3.6332;2.34593
3.6333;3.6333;2.34732
3.6334;3.6334;2.34872
3.6335;3.6335;2.35012
3.6336;3.6336;2.35151
3.6337;3.6337;2.3529
3.6338;3.6338;2.3543
3.6339;3.6339;2.35569
3.634;3.634;2.35709
3.6341;3.6341;2.35848
3.6342;3.6342;2.35987
3.6343;3.6343;2.36127
3.6344;3.6344;2.36266
3.6345;3.6345;2.36405
3.6346;3.6346;2.36545
3.6347;3.6347;2.36684
3.6348;3.6348;2.36823
3.6349;3.6349;2.36962
3.635;3.635;2.37101
3.6351;3.6351;2.37241
3.6352;3.6352;2.3738
3.6353;3.6353;2.37519
3.6354;3.6354;2.37658
3.6355;3.6355;2.37797
3.6356;3.6356;2.37936
3.6357;3.6357;2.38075
3.6358;3.6358;2.38214
3.6359;3.6359;2.38353
3.636;3.636;2.38492
3.6361;3.6361;2.38631
3.6362;3.6362;2.3877
3.6363;3.6363;2.38908
3.6364;3.6364;2.39047
3.6365;3.6365;2.39186
3.6366;3.6366;2.39325
3.6367;3.6367;2.39464
3.6368;3.6368;2.39602
3.6369;3.6369;2.39741
3.637;3.637;2.3988
3.6371;3.6371;2.40018
3.6372;3.6372;2.40157
3.6373;3.6373;2.40296
3.6374;3.6374;2.40434
3.6375;3.6375;2.40573
3.6376;3.6376;2.40711
3.6377;3.6377;2.4085
3.6378;3.6378;2.40988
3.6379;3.6379;2.41127
3.638;3.638;2.41265
3.6381;3.6381;2.41404
3.6382;3.6382;2.41542
3.6383;3.6383;2.4168
3.6384;3.6384;2.41819
3.6385;3.6385;2.41957
3.6386;3.6386;2.42095
3.6387;3.6387;2.42234
3.6388;3.6388;2.42372
3.6389;3.6389;2.4251
3.639;3.639;2.42648
3.6391;3.6391;2.42787
3.6392;3.6392;2.42925
3.6393;3.6393;2.43063
3.6394;3.6394;2.43201
3.6395;3.6395;2.43339
3.6396;3.6396;2.43477
3.6397;3.6397;2.43615
3.6398;3.6398;2.43753
3.6399;3.6399;2.43891
3.64;3.64;2.44029
3.6401;3.6401;2.44167
3.6402;3.6402;2.44305
3.6403;3.6403;2.44443
3.6404;3.6404;2.44581
3.6405;3.6405;2.44719
3.6406;3.6406;2.44856
3.6407;3.6407;2.44994
3.6408;3.6408;2.45132
3.6409;3.6409;2.4527
3.641;3.641;2.45407
3.6411;3.6411;2.45545
3.6412;3.6412;2.45683
3.6413;3.6413;2.4582
3.6414;3.6414;2.45958
3.6415;3.6415;2.46096
3.6416;3.6416;2.46233
3.6417;3.6417;2.46371
3.6418;3.6418;2.46508
3.6419;3.6419;2.46646
3.642;3.642;2.46783
3.6421;3.6421;2.46921
3.6422;3.6422;2.47058
3.6423;3.6423;2.47195
3.6424;3.6424;2.47333
3.6425;3.6425;2.4747
3.6426;3.6426;2.47608
3.6427;3.6427;2.47745
3.6428;3.6428;2.47882
3.6429;3.6429;2.48019
3.643;3.643;2.48157
3.6431;3.6431;2.48294
3.6432;3.6432;2.48431
3.6433;3.6433;2.48568
3.6434;3.6434;2.48705
3.6435;3.6435;2.48842
3.6436;3.6436;2.48979
3.6437;3.6437;2.49116
3.6438;3.6438;2.49253
3.6439;3.6439;2.4939
3.644;3.644;2.49527
3.6441;3.6441;2.49664
3.6442;3.6442;2.49801
3.6443;3.6443;2.49938
3.6444;3.6444;2.50075
3.6445;3.6445;2.50212
3.6446;3.6446;2.50349
3.6447;3.6447;2.50486
3.6448;3.6448;2.50622
3.6449;3.6449;2.50759
3.645;3.645;2.50896
3.6451;3.6451;2.51033
3.6452;3.6452;2.51169
3.6453;3.6453;2.51306
3.6454;3.6454;2.51442
3.6455;3.6455;2.51579
3.6456;3.6456;2.51716
3.6457;3.6457;2.51852
3.6458;3.6458;2.51989
3.6459;3.6459;2.52125
3.646;3.646;2.52262
3.6461;3.6461;2.52398
3.6462;3.6462;2.52535
3.6463;3.6463;2.52671
3.6464;3.6464;2.52807
3.6465;3.6465;2.52944
3.6466;3.6466;2.5308
3.6467;3.6467;2.53216
3.6468;3.6468;2.53353
3.6469;3.6469;2.53489
3.647;3.647;2.53625
3.6471;3.6471;2.53761
3.6472;3.6472;2.53897
3.6473;3.6473;2.54034
3.6474;3.6474;2.5417
3.6475;3.6475;2.54306
3.6476;3.6476;2.54442
3.6477;3.6477;2.54578
3.6478;3.6478;2.54714
3.6479;3.6479;2.5485
3.648;3.648;2.54986
3.6481;3.6481;2.55122
3.6482;3.6482;2.55258
3.6483;3.6483;2.55394
3.6484;3.6484;2.55529
3.6485;3.6485;2.55665
3.6486;3.6486;2.55801
3.6487;3.6487;2.55937
3.6488;3.6488;2.56073
3.6489;3.6489;2.56208
3.649;3.649;2.56344
3.6491;3.6491;2.5648
3.6492;3.6492;2.56615
3.6493;3.6493;2.56751
3.6494;3.6494;2.56887
3.6495;3.6495;2.57022
3.6496;3.6496;2.57158
3.6497;3.6497;2.57293
3.6498;3.6498;2.57429
3.6499;3.6499;2.57564
3.65;3.65;2.577
3.6501;3.6501;2.57835
3.6502;3.6502;2.57971
3.6503;3.6503;2.58106
3.6504;3.6504;2.58241
3.6505;3.6505;2.58377
3.6506;3.6506;2.58512
3.6507;3.6507;2.58647
3.6508;3.6508;2.58782
3.6509;3.6509;2.58918
3.651;3.651;2.59053
3.6511;3.6511;2.59188
3.6512;3.6512;2.59323
3.6513;3.6513;2.59458
3.6514;3.6514;2.59593
3.6515;3.6515;2.59728
3.6516;3.6516;2.59864
3.6517;3.6517;2.59999
3.6518;3.6518;2.60134
3.6519;3.6519;2.60269
3.652;3.652;2.60403
3.6521;3.6521;2.60538
3.6522;3.6522;2.60673
3.6523;3.6523;2.60808
3.6524;3.6524;2.60943
3.6525;3.6525;2.61078
3.6526;3.6526;2.61213
3.6527;3.6527;2.61347
3.6528;3.6528;2.61482
3.6529;3.6529;2.61617
3.653;3.653;2.61751
3.6531;3.6531;2.61886
3.6532;3.6532;2.62021
3.6533;3.6533;2.62155
3.6534;3.6534;2.6229
3.6535;3.6535;2.62424
3.6536;3.6536;2.62559
3.6537;3.6537;2.62693
3.6538;3.6538;2.62828
3.6539;3.6539;2.62962
3.654;3.654;2.63097
3.6541;3.6541;2.63231
3.6542;3.6542;2.63365
3.6543;3.6543;2.635
3.6544;3.6544;2.63634
3.6545;3.6545;2.63768
3.6546;3.6546;2.63903
3.6547;3.6547;2.64037
3.6548;3.6548;2.64171
3.6549;3.6549;2.64305
3.655;3.655;2.64439
3.6551;3.6551;2.64573
3.6552;3.6552;2.64708
3.6553;3.6553;2.64842
3.6554;3.6554;2.64976
3.6555;3.6555;2.6511
3.6556;3.6556;2.65244
3.6557;3.6557;2.65378
3.6558;3.6558;2.65512
3.6559;3.6559;2.65646
3.656;3.656;2.65779
3.6561;3.6561;2.65913
3.6562;3.6562;2.66047
3.6563;3.6563;2.66181
3.6564;3.6564;2.66315
3.6565;3.6565;2.66448
3.6566;3.6566;2.66582
3.6567;3.6567;2.66716
3.6568;3.6568;2.6685
3.6569;3.6569;2.66983
3.657;3.657;2.67117
3.6571;3.6571;2.6725
3.6572;3.6572;2.67384
3.6573;3.6573;2.67517
3.6574;3.6574;2.67651
3.6575;3.6575;2.67784
3.6576;3.6576;2.67918
3.6577;3.6577;2.68051
3.6578;3.6578;2.68185
3.6579;3.6579;2.68318
3.658;3.658;2.68452
3.6581;3.6581;2.68585
3.6582;3.6582;2.68718
3.6583;3.6583;2.68851
3.6584;3.6584;2.68985
3.6585;3.6585;2.69118
3.6586;3.6586;2.69251
3.6587;3.6587;2.69384
3.6588;3.6588;2.69517
3.6589;3.6589;2.6965
3.659;3.659;2.69784
3.6591;3.6591;2.69917
3.6592;3.6592;2.7005
3.6593;3.6593;2.70183
3.6594;3.6594;2.70316
3.6595;3.6595;2.70449
3.6596;3.6596;2.70581
3.6597;3.6597;2.70714
3.6598;3.6598;2.70847
3.6599;3.6599;2.7098
3.66;3.66;2.71113
3.6601;3.6601;2.71246
3.6602;3.6602;2.71378
3.6603;3.6603;2.71511
3.6604;3.6604;2.71644
3.6605;3.6605;2.71777
3.6606;3.6606;2.71909
3.6607;3.6607;2.72042
3.6608;3.6608;2.72174
3.6609;3.6609;2.72307
3.661;3.661;2.72439
3.6611;3.6611;2.72572
3.6612;3.6612;2.72704
3.6613;3.6613;2.72837
3.6614;3.6614;2.72969
3.6615;3.6615;2.73102
3.6616;3.6616;2.73234
3.6617;3.6617;2.73366
3.6618;3.6618;2.73499
3.6619;3.6619;2.73631
3.662;3.662;2.73763
3.6621;3.6621;2.73896
3.6622;3.6622;2.74028
3.6623;3.6623;2.7416
3.6624;3.6624;2.74292
3.6625;3.6625;2.74424
3.6626;3.6626;2.74556
3.6627;3.6627;2.74688
3.6628;3.6628;2.74821
3.6629;3.6629;2.74953
3.663;3.663;2.75085
3.6631;3.6631;2.75217
3.6632;3.6632;2.75348
3.6633;3.6633;2.7548
3.6634;3.6634;2.75612
3.6635;3.6635;2.75744
3.6636;3.6636;2.75876
3.6637;3.6637;2.76008
3.6638;3.6638;2.76139
3.6639;3.6639;2.76271
3.664;3.664;2.76403
3.6641;3.6641;2.76535
3.6642;3.6642;2.76666
3.6643;3.6643;2.76798
3.6644;3.6644;2.7693
3.6645;3.6645;2.77061
3.6646;3.6646;2.77193
3.6647;3.6647;2.77324
3.6648;3.6648;2.77456
3.6649;3.6649;2.77587
3.665;3.665;2.77719
3.6651;3.6651;2.7785
3.6652;3.6652;2.77981
3.6653;3.6653;2.78113
